1,All purpose
2,Beverage
3,Buffet
4,Cafe
5,Cafeteria
6,Casual
7,Family
8,Fast food
9,Fine dining
10,Kiosk
11,Take out
12,Upscale
13,Bar/lounge
14,Brasserie
15,Coffee bar
16,Dessert/ice cream/snack bar
17,Full service
18,Pub
19,Deli
