1,Bicycle
2,Boat
3,Bus
4,Cable car
5,Car
6,Carriage
7,Courtesy car
8,Helicopter
9,Limousine
10,Metro
11,Monorail
12,Motorbike
13,Pack animal
14,Plane
15,Rental car
16,Rickshaw
17,Shuttle
18,Subway
19,Sedan chair
20,Taxi
21,Train
22,Trolley
23,Tube
24,Walk
25,Water taxi
26,Other or alternate
27,Car/rush hour
28,Taxi/rush hour
29,No transportation
30,Express train
31,Public
