1,Airport
2,Beach
3,City
4,Downtown
5,East
6,Expressway
7,Lake
8,Mountain
9,North
10,Resort
11,Rural
12,South
13,Suburban
14,West
15,Beachfront
16,Oceanfront
17,Gulf
18,Business district
19,Entertainment district
20,Financial district
21,Shopping district
22,Theatre district
23,Countryside
24,Bay
25,Marina
26,Park
27,River
28,Tourist site
29,North suburb
30,South suburb
31,East suburb
32,West suburb
